Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area,geometry,Neighbourhood,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year)
1027,1405 5410 Shortcut Road,,49.234408,-123.025829,,1190000.0,2 bd,2.0,,0,1,1,3,92,0,50,18,0,13,0,0,0,0,3,POINT (-123.025829 49.234408),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1028,2770 W 5th Avenue,,49.267215,-123.167706,,3998000.0,7 bd,3.0,,0,0,0,10,54,6,64,28,0,9,0,0,0,0,3,POINT (-123.167706 49.267215),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
1029,402 1568 Alberni Street,,49.289738,-123.131183,,998000.0,1 bd,1.0,,0,1,9,15,98,13,258,98,0,72,0,0,0,0,11,POINT (-123.131183 49.289738),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1030,2636 Ward Street,,49.240088,-123.050671,,1075000.0,2 bd,2.0,,0,2,0,2,96,0,28,2,0,4,0,0,0,0,2,POINT (-123.050671 49.240088),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1031,2634 Ward Street,,49.240141,-123.050784,,1165000.0,3 bd,3.0,,0,2,0,2,96,0,28,1,0,4,0,0,0,0,2,POINT (-123.050784 49.240141),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1032,2632 Ward Street,,49.240141,-123.050784,,1260000.0,3 bd,3.0,,0,2,0,2,96,0,28,1,0,4,0,0,0,0,2,POINT (-123.050784 49.240141),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1033,3111 1289 Hornby Street,,49.277708,-123.129641,,1580000.0,2 bd,2.0,,0,3,11,17,125,20,273,118,0,101,0,0,0,0,11,POINT (-123.129641 49.277708),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1034,2302 1325 Rolston Street,,49.275617,-123.127925,,888000.0,2 bd,2.0,,0,3,16,14,125,20,280,131,1,103,0,0,0,0,10,POINT (-123.127925 49.275617),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1035,407 370 Carrall Street,,49.281793,-123.104127,,529800.0,1 bd,1.0,,0,7,21,10,148,32,164,111,0,88,0,0,0,0,6,POINT (-123.104127 49.281793),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1036,2068 E 49th Avenue,,49.22485,-123.064401,,2688000.0,8 bd,6.0,,0,0,1,9,85,0,36,5,0,11,0,0,0,0,1,POINT (-123.064401 49.22485),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
1037,1102 909 Mainland Street,,49.275148,-123.120702,,731000.0,1 bd,1.0,,0,7,27,19,159,25,327,169,1,134,0,0,0,0,12,POINT (-123.120702 49.275148),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1038,3002 33 Smithe Street,,49.274436,-123.11196,,1550000.0,2 bd,2.0,,0,10,24,14,155,41,277,159,1,129,0,0,0,0,8,POINT (-123.11196 49.274436),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1039,805 5728 Berton Avenue,,49.254988,-123.235862,,1198000.0,2 bd,2.0,,0,0,2,1,31,0,11,11,0,5,0,0,0,0,0,POINT (-123.235862 49.254988),,,,,,,,,
1040,1804 1239 W Georgia Street,,49.287732,-123.125626,,948000.0,2 bd,2.0,,0,4,22,23,131,24,339,159,0,117,0,0,0,0,14,POINT (-123.125626 49.287732),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1041,101 5189 Gaston Street,,49.236997,-123.030296,,699900.0,2 bd,2.0,,0,1,1,3,81,0,53,18,0,14,0,0,0,0,3,POINT (-123.030296 49.236997),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1042,200 2033 W 7th Avenue,,49.265839,-123.151582,,599000.0,1 bd,1.0,,0,0,0,7,67,4,88,41,2,15,0,0,0,0,4,POINT (-123.151582 49.265839),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
1043,973 Mainland Street,,49.277571,-123.118543,,2198000.0,3 bd,3.0,,0,9,30,19,163,33,317,188,1,157,0,0,0,0,12,POINT (-123.118543 49.277571),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1044,1233 933 Hornby Street,,49.281533,-123.12422,,679000.0,1 bd,1.0,,0,6,26,21,155,26,331,172,0,134,0,0,0,0,13,POINT (-123.12422 49.281533),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1045,1508 W 61st Avenue,,49.214369,-123.075481,,1250000.0,3 bd,3.0,,0,0,1,1,57,0,5,0,0,6,0,0,0,0,0,POINT (-123.075481 49.214369),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
1046,1516 W 61st Avenue,,49.216157,-123.141098,,1250000.0,3 bd,3.0,,0,0,0,2,61,1,28,7,0,8,0,0,0,0,1,POINT (-123.141098 49.216157),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
1047,6210 Larch Street,,49.230031,-123.16252,,4199000.0,6 bd,7.0,,0,0,0,3,52,0,30,12,0,5,0,0,0,0,1,POINT (-123.16252 49.230031),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
1048,46 W King Edward Avenue,,49.24855,-123.106148,,1699900.0,3 bd,3.0,,0,1,1,4,61,0,74,25,0,15,0,0,0,0,2,POINT (-123.106148 49.24855),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
1049,33 1425 Lamey's Mill Road,,49.268443,-123.135844,,599900.0,1 bd,1.0,,1,0,5,8,87,7,133,61,1,48,0,0,0,0,7,POINT (-123.135844 49.268443),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
1050,704 1000 Beach Avenue,,49.275624,-123.134213,,1498000.0,2 bd,2.0,,0,1,7,12,102,16,209,88,0,73,0,0,0,0,6,POINT (-123.134213 49.275624),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1051,4907 Walden Street,,49.240342,-123.100534,,1899000.0,3 bd,2.0,,0,0,0,4,78,0,46,23,0,10,0,0,0,0,0,POINT (-123.100534 49.240342),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
1052,201 874 W 6th Avenue,,49.265695,-123.123456,,950000.0,2 bd,2.0,,1,3,6,11,95,10,171,62,1,42,0,0,0,0,8,POINT (-123.123456 49.265695),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
1053,1128 E Pender Street,,49.280291,-123.080584,,1175000.0,2 bd,2.0,,0,0,0,3,56,1,28,22,0,3,0,0,0,0,0,POINT (-123.080584 49.280291),Strathcona,12000.0,2400.0,2777.0,555.0,1155.0,231.0,8068.0,1614.0
1054,205 1330 Hornby Street,,49.276772,-123.130194,,599999.0,1 bd,1.0,,0,2,10,15,120,18,261,117,0,88,0,0,0,0,12,POINT (-123.130194 49.276772),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1055,104 1933 W 5th Avenue,,49.267493,-123.148843,,699000.0,1 bd,1.0,,0,0,2,7,71,4,101,44,2,17,0,0,0,0,6,POINT (-123.148843 49.267493),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
1056,2501 7433 Cambie Street,,49.217389,-123.117849,,768900.0,1 bd,1.0,,0,2,0,1,42,1,3,8,1,4,0,0,0,0,1,POINT (-123.117849 49.217389),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
1057,18 6788 Oak Street,,50.57918,-126.921088,,1979000.0,3 bd,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-126.921088 50.57918),,,,,,,,,
1058,1371 E 63rd Avenue,,49.212623,-123.078173,,1888000.0,5 bd,4.0,,0,0,0,1,53,0,0,0,0,5,0,0,0,0,0,POINT (-123.078173 49.212623),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
1059,1101 433 SW Marine Drive,,49.203785,-123.13158,,890000.0,2 bd,2.0,,0,1,0,2,58,1,44,14,0,18,0,0,0,0,0,POINT (-123.13158 49.203785),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
1060,1136 E 26th Avenue,,49.247468,-123.081513,,1548000.0,2 bd,3.0,,0,0,0,6,76,0,52,12,0,7,0,0,0,0,1,POINT (-123.081513 49.247468),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
1061,108 7520 Columbia Street,,49.216088,-123.111695,,818000.0,2 bd,2.0,,0,2,0,2,42,1,8,7,1,8,0,0,0,0,2,POINT (-123.111695 49.216088),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
1062,2 2444 Napier Street,,49.27472,-123.055579,,1649000.0,3 bd,3.0,,0,0,1,2,56,2,43,18,0,10,0,0,0,0,2,POINT (-123.055579 49.27472),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
1063,455 1483 E King Edward Avenue,,49.248458,-123.09522,,618000.0,1 bd,1.0,,1,0,1,5,78,1,84,26,0,15,0,0,0,0,1,POINT (-123.09522 49.248458),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
1064,305 222 E 30th Avenue,,49.24304,-123.100965,,699000.0,1 bd,1.0,,0,0,0,4,73,0,57,20,0,10,0,0,0,0,0,POINT (-123.100965 49.24304),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
1065,3504 1288 West Georgia,,49.278491,-123.028053,,1699000.0,2 bd,2.0,,0,0,0,1,60,0,16,8,0,5,0,0,0,0,1,POINT (-123.028053 49.278491),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
1066,420 3563 Ross Drive,,49.228977,-122.88673,,1120000.0,2 bd,2.0,,0,0,0,0,0,0,0,6,0,10,0,0,0,0,1,POINT (-122.88673 49.228977),,,,,,,,,
1067,3529 W 34th Avenue,,49.24167,-123.183031,,4950000.0,5 bd,5.0,,0,0,0,2,55,0,10,1,0,2,0,0,0,0,2,POINT (-123.183031 49.24167),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
1068,3707 Hudson Street,,49.252101,-123.134899,,7980000.0,5 bd,4.0,,1,0,1,2,71,0,40,24,0,12,0,0,0,0,2,POINT (-123.134899 49.252101),Shaughnessy,1410.0,282.0,89.0,18.0,373.0,75.0,948.0,190.0
1069,202 8680 Fremlin Street,,49.207229,-123.1273,,455000.0,1 bd,1.0,,0,2,0,1,54,2,19,9,1,9,0,0,0,0,0,POINT (-123.1273 49.207229),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
1070,502 1616 W 13th Avenue,,49.259605,-123.141727,,888800.0,2 bd,2.0,,0,0,2,5,89,3,81,34,2,13,0,0,0,0,4,POINT (-123.141727 49.259605),Fairview,7292.0,1458.0,456.0,91.0,1071.0,214.0,5765.0,1153.0
1071,1000 499 Pacific Street,,49.273876,-123.126998,,7498000.0,3 bd,5.0,,1,3,15,13,122,19,274,125,1,103,0,0,0,0,9,POINT (-123.126998 49.273876),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1072,5470 Clarendon Street,,49.23501,-123.055135,,1788800.0,5 bd,4.0,,0,2,0,10,101,0,61,7,0,9,0,0,0,0,3,POINT (-123.055135 49.23501),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1073,3902 1033 Marinaside Crescent,,49.273637,-123.116652,,2375000.0,2 bd,2.0,,0,10,31,18,162,32,291,166,1,146,0,0,0,0,12,POINT (-123.116652 49.273637),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1074,1332 W 47th Avenue,,49.228392,-123.135827,,5990000.0,5 bd,7.0,,0,0,1,0,70,0,5,5,0,2,0,0,0,0,2,POINT (-123.135827 49.228392),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
1075,604 1315 Cardero Street,,49.284113,-123.140719,,1198000.0,1 bd,2.0,,0,0,1,12,52,6,149,48,0,46,0,0,0,0,6,POINT (-123.140719 49.284113),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1076,2001 198 Aquarius Mews,,49.273824,-123.119616,,839000.0,1 bd,1.0,,1,8,28,19,161,24,306,151,1,127,0,0,0,0,11,POINT (-123.119616 49.273824),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1077,108 8622 Selkirk Street,,49.208143,-123.132918,,429000.0,1 bd,1.0,,0,0,0,1,49,1,33,11,0,15,0,0,0,0,0,POINT (-123.132918 49.208143),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
1078,301 4375 W 10th Avenue,,49.264023,-123.205245,,799000.0,1 bd,1.0,,0,0,1,0,45,0,14,4,0,5,0,0,0,0,2,POINT (-123.205245 49.264023),West Point Grey,1463.0,293.0,100.0,20.0,313.0,63.0,1050.0,210.0
1079,1603 939 Expo Boulevard,,49.277722,-123.110809,,650000.0,1 bd,1.0,,0,10,23,14,155,42,268,158,0,132,0,0,0,0,9,POINT (-123.110809 49.277722),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1080,563 W 26th Avenue,,49.248237,-123.117478,,2133900.0,3 bd,3.0,,1,1,3,3,62,0,33,22,0,7,0,0,0,0,3,POINT (-123.117478 49.248237),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
1081,3003 8131 Nunavut Lane,,49.211335,-123.116532,,598800.0,1 bd,1.0,,0,1,0,1,24,1,4,7,1,5,0,0,0,0,1,POINT (-123.116532 49.211335),Marpole,4012.0,802.0,354.0,71.0,643.0,129.0,3015.0,603.0
1082,908 189 Keefer Street,,49.279725,-123.100172,,869900.0,2 bd,2.0,,0,4,6,7,127,30,119,71,0,61,0,0,0,0,3,POINT (-123.100172 49.279725),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1083,102 1450 E 7 Avenue,,49.263943,-123.07432,,699900.0,2 bd,1.0,,0,3,0,9,70,2,79,22,0,25,0,0,0,0,3,POINT (-123.07432 49.263943),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
1084,2353 Kingsway,,49.241523,-123.056622,,2999999.0,4 bd,2.0,,0,2,0,6,95,0,59,5,0,9,0,0,0,0,3,POINT (-123.056622 49.241523),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1085,2375 Kingsway,,49.241365,-123.056284,,2999999.0,6 bd,4.0,,0,2,0,6,95,0,59,5,0,9,0,0,0,0,3,POINT (-123.056284 49.241365),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1086,2335 Kingsway,,49.24168,-123.056956,,2999999.0,4 bd,2.0,,0,2,0,6,94,0,59,5,0,8,0,0,0,0,3,POINT (-123.056956 49.24168),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1087,2361 Kingsway,,49.241469,-123.056502,,2999999.0,6 bd,4.0,,0,2,0,6,96,0,59,5,0,9,0,0,0,0,3,POINT (-123.056502 49.241469),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1088,104 2333 Eton Street,,49.287763,-123.057246,,734900.0,2 bd,1.0,,0,0,0,1,35,3,32,15,0,7,0,0,0,0,1,POINT (-123.057246 49.287763),Grandview-Woodland,8009.0,1602.0,1172.0,234.0,963.0,193.0,5874.0,1175.0
1089,3601 1438 Richards Street,,49.273201,-123.12775,,3888000.0,3 bd,3.0,,1,2,14,13,118,19,266,118,1,96,0,0,0,0,9,POINT (-123.12775 49.273201),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1090,210 2408 Grant Street,,49.271044,-123.056147,,599000.0,1 bd,1.0,,0,0,1,4,52,1,52,17,0,10,0,0,0,0,3,POINT (-123.056147 49.271044),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
1091,3303 Venables Street,,49.276859,-123.033177,,2098000.0,5 bd,3.0,,0,0,1,0,66,0,11,7,0,4,0,0,0,0,0,POINT (-123.033177 49.276859),Hastings-Sunrise,4895.0,979.0,469.0,94.0,651.0,130.0,3775.0,755.0
1092,202 983 E Hastings Street,,49.282178,-123.110244,,669000.0,2 bd,1.0,,0,8,25,14,142,35,247,150,0,123,0,0,0,0,9,POINT (-123.110244 49.282178),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1093,2304 183 Keefer Place,,54.505508,-128.585845,,1295000.0,3 bd,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-128.585845 54.505508),,,,,,,,,
1094,756 W 26th Avenue,,49.247789,-123.121506,,1698000.0,2 bd,4.0,,1,1,2,2,62,0,30,20,0,6,0,0,0,0,2,POINT (-123.121506 49.247789),South Cambie,1668.0,334.0,94.0,19.0,303.0,61.0,1271.0,254.0
1095,2 2138 W 48th Avenue,,49.227865,-123.157185,,2498000.0,3 bd,2.0,,0,0,1,4,52,0,31,13,0,5,0,0,0,0,1,POINT (-123.157185 49.227865),Kerrisdale,1477.0,295.0,107.0,21.0,362.0,72.0,1008.0,202.0
1096,409 210 E 5th Avenue,,49.266061,-123.100355,,1399000.0,2 bd,2.0,,1,2,3,7,110,15,100,41,0,24,0,0,0,0,3,POINT (-123.100355 49.266061),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
1097,301 1771 Nelson Street,,49.289313,-123.137977,,824900.0,2 bd,2.0,,0,0,1,9,56,6,156,50,0,39,0,0,0,0,8,POINT (-123.137977 49.289313),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1098,202 1771 Nelson Street,,49.289313,-123.137977,,834900.0,2 bd,2.0,,0,0,1,9,56,6,156,50,0,39,0,0,0,0,8,POINT (-123.137977 49.289313),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1099,501 1255 Main Street,,49.273589,-123.100527,,1098000.0,2 bd,2.0,,0,3,4,9,135,27,142,72,0,54,0,0,0,0,4,POINT (-123.100527 49.273589),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1100,2 1019 E 39th Avenue,,49.234971,-123.084294,,1739000.0,3 bd,2.0,,0,0,0,6,84,1,24,10,0,11,0,0,0,0,2,POINT (-123.084294 49.234971),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
1101,Ph2 950 Bidwell Street,,49.288731,-123.136078,,1249000.0,2 bd,2.0,,0,0,4,13,69,6,185,67,0,43,0,0,0,0,9,POINT (-123.136078 49.288731),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1102,87 E Cordova Street,,49.282073,-123.102643,,1188000.0,1 bd,1.0,,0,7,18,8,140,30,136,95,0,80,0,0,0,0,6,POINT (-123.102643 49.282073),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1103,2801 535 Smithe Street,,49.279553,-123.119352,,1249888.0,2 bd,1.0,,0,8,30,19,159,32,322,185,1,162,0,0,0,0,13,POINT (-123.119352 49.279553),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1104,3315 Knight Street,,49.255054,-123.076285,,1298000.0,3 bd,2.0,,0,3,0,4,81,1,53,12,0,17,0,0,0,0,3,POINT (-123.076285 49.255054),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
1105,203 3368 Main Street,,49.255195,-123.100884,,1049000.0,3 bd,2.0,,1,0,1,8,78,3,115,42,0,24,0,0,0,0,2,POINT (-123.100884 49.255195),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
1106,411 298 E 11th Avenue,,49.260833,-123.098885,,709000.0,1 bd,1.0,,1,2,2,7,112,9,107,41,0,24,0,0,0,0,3,POINT (-123.098885 49.260833),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
1107,305 188 E 32nd Avenue,,49.2418,-123.10183,,739000.0,1 bd,1.0,,0,0,0,4,73,0,48,20,0,9,0,0,0,0,0,POINT (-123.10183 49.2418),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
1108,460 E 5th Avenue,,49.265884,-123.093391,,1499000.0,3 bd,3.0,,1,2,2,7,112,10,85,30,0,24,0,0,0,0,2,POINT (-123.093391 49.265884),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
1109,1501 845 Chilco Street,,49.292989,-123.139433,,3850000.0,4 bd,3.0,,0,0,0,8,43,4,121,37,0,26,0,0,0,0,6,POINT (-123.139433 49.292989),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1110,803 983 E Hastings Street,,49.281393,-123.08681,,599900.0,1 bd,1.0,,0,1,1,3,77,4,35,21,0,6,0,0,0,0,1,POINT (-123.08681 49.281393),Strathcona,12000.0,2400.0,2777.0,555.0,1155.0,231.0,8068.0,1614.0
1111,4178 Slocan Street,,49.24732,-123.049193,,1398000.0,3 bd,4.0,,0,3,0,2,79,0,25,3,0,5,0,0,0,0,2,POINT (-123.049193 49.24732),Renfrew-Collingwood,10181.0,2036.0,662.0,132.0,714.0,143.0,8805.0,1761.0
1112,636 E 51st Avenue,,49.223331,-123.092014,,2698000.0,8 bd,4.0,,0,0,0,5,75,0,28,11,0,11,0,0,0,0,2,POINT (-123.092014 49.223331),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
1113,104 5089 Quebec Street,,49.239403,-123.103206,,1399800.0,3 bd,2.0,,0,0,0,3,69,0,32,16,0,7,0,0,0,0,0,POINT (-123.103206 49.239403),Riley Park,3276.0,655.0,229.0,46.0,566.0,113.0,2481.0,496.0
1114,1504 1775 Quebec Street,,49.269514,-123.103314,,699000.0,1 bd,1.0,,0,5,4,13,135,19,148,60,0,54,0,0,0,0,4,POINT (-123.103314 49.269514),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
1115,311 1975 Pendrell Street,,49.289836,-123.143061,,679000.0,1 bd,1.0,,0,0,0,8,36,4,105,27,0,22,0,0,0,0,5,POINT (-123.143061 49.289836),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1116,1206 E 22nd Avenue,,49.250588,-123.079709,,1499000.0,5 bd,4.0,,0,0,0,6,84,0,58,14,0,8,0,0,0,0,1,POINT (-123.079709 49.250588),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
1117,404 E 46th Avenue,,49.228115,-123.097251,,1598800.0,3 bd,1.0,,0,0,0,5,83,0,27,11,0,10,0,0,0,0,2,POINT (-123.097251 49.228115),Sunset,5717.0,1143.0,441.0,88.0,389.0,78.0,4887.0,977.0
1118,604 55 Alexander Street,,49.283791,-123.102967,,569000.0,1 bd,1.0,,0,7,18,8,136,28,135,93,0,79,0,0,0,0,5,POINT (-123.102967 49.283791),Downtown,49367.0,9873.0,6539.0,1308.0,3466.0,693.0,39362.0,7872.0
1119,2689 Brightwood Place,,49.21552,-123.053135,,2650000.0,3 bd,2.0,,0,0,1,2,55,0,4,3,0,4,0,0,0,0,0,POINT (-123.053135 49.21552),Victoria-Fraserview,2680.0,536.0,260.0,52.0,272.0,54.0,2148.0,430.0
1120,920 W 49th Avenue,,49.226201,-123.127287,,1699900.0,3 bd,3.0,,0,2,3,0,64,0,3,6,0,2,0,0,0,0,2,POINT (-123.127287 49.226201),Oakridge,1595.0,319.0,138.0,28.0,346.0,69.0,1111.0,222.0
1121,408 3451 Sawmill Crescent,,49.205837,-123.028152,,768800.0,2 bd,2.0,,0,0,0,1,46,0,5,2,0,2,0,0,0,0,0,POINT (-123.028152 49.205837),Killarney,2576.0,515.0,287.0,57.0,306.0,61.0,1983.0,397.0
1122,405 288 E 8th Avenue,,49.263313,-123.09931,,879000.0,2 bd,1.0,,1,2,3,7,107,11,102,39,0,24,0,0,0,0,3,POINT (-123.09931 49.263313),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
1123,101 830 E 7th Avenue,,49.26404,-123.086412,,499900.0,1 bd,1.0,,1,1,1,6,74,2,37,12,0,12,0,0,0,0,1,POINT (-123.086412 49.26404),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
1124,602 5629 Birney Avenue,,49.253734,-123.234634,,869000.0,1 bd,1.0,,0,0,1,1,26,0,8,6,0,1,0,0,0,0,0,POINT (-123.234634 49.253734),,,,,,,,,
1125,303 2450 Cornwall Avenue,,49.272411,-123.161207,,619000.0,1 bd,1.0,,0,0,0,6,46,4,74,29,0,12,0,0,0,0,3,POINT (-123.161207 49.272411),Kitsilano,5811.0,1162.0,305.0,61.0,864.0,173.0,4642.0,928.0
1126,309 285 E 10th Avenue,,49.262275,-123.099907,,649800.0,1 bd,1.0,,1,2,3,7,109,11,107,40,0,24,0,0,0,0,3,POINT (-123.099907 49.262275),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
1127,201 1147 Nelson Street,,49.283404,-123.128962,,899800.0,2 bd,2.0,,0,4,14,23,140,20,361,155,0,117,0,0,0,0,15,POINT (-123.128962 49.283404),West End,13175.0,2635.0,2286.0,457.0,1146.0,229.0,9743.0,1949.0
1128,3007 W 32nd Avenue,,49.243534,-123.173232,,3738000.0,5 bd,5.0,,0,0,0,1,49,0,9,1,0,2,0,0,0,0,1,POINT (-123.173232 49.243534),Dunbar-Southlands,1840.0,368.0,172.0,34.0,316.0,63.0,1352.0,270.0
1129,1479 E King Edward Avenue,,49.248251,-123.073835,,1199000.0,2 bd,3.0,,0,0,0,7,72,0,55,8,0,7,0,0,0,0,1,POINT (-123.073835 49.248251),Kensington-Cedar Cottage,5970.0,1194.0,642.0,128.0,743.0,149.0,4585.0,917.0
1130,101 710 E 6th Avenue,,49.264962,-123.088729,,649000.0,1 bd,1.0,,1,2,1,5,112,3,55,17,0,16,0,0,0,0,1,POINT (-123.088729 49.264962),Mount Pleasant,9598.0,1920.0,840.0,168.0,1257.0,251.0,7501.0,1500.0
