Street address,Neighbourhood,Latitude,Longitude,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
Th1 - 51 Florence St,little portugal,43.64541,-79.431799,1380000,3,4,,0,0,2,3,7,1,13,8,0,6,0,0,0,0,0,0,0,7,5,29,6,52,29,0,35,0,0,0,0,3,1,0,16,10,59,15,122,51,0,84,0,0,0,0,4,POINT (-79.431799 43.64541),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
27 Alma Dr,little portugal,43.644524,-79.429162,999000,3,2,,0,0,2,2,7,2,14,9,0,7,0,0,0,0,0,0,0,8,7,23,6,55,26,0,38,0,0,0,0,3,1,1,15,11,64,16,130,58,0,84,0,0,0,0,4,POINT (-79.429162 43.644524),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
512w - 36 Lisgar St,little portugal,43.646563,-79.425062,545000,2,1,,0,0,2,1,0,3,18,6,0,12,0,0,0,0,1,0,0,7,8,21,8,87,32,0,37,0,0,0,0,2,0,1,14,12,64,17,135,65,0,84,0,0,0,0,4,POINT (-79.425062 43.646563),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625
3865 Lake Shore Blvd W #217,long branch,43.589859,-79.545165,650000,2 bds,2 ba,,0,0,1,0,8,0,0,2,0,3,0,0,0,0,0,0,0,2,0,18,1,7,4,0,5,0,0,0,0,1,0,0,3,0,28,4,11,6,0,11,0,0,0,0,1,POINT (-79.545165 43.589859),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355
3845 Lake Shore Blvd W UNIT 1601,long branch,43.590672,-79.544208,750000,3 bds,2 ba,,0,0,1,0,9,0,0,2,0,3,0,0,0,0,0,0,0,2,0,19,2,7,4,0,7,0,0,0,0,1,0,0,3,0,31,5,11,6,0,11,0,0,0,0,1,POINT (-79.544208 43.590672),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355
399 Lake Promenade,long branch,43.586922,-79.539539,3495000,4 bds,3 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,1,2,3,0,4,0,0,0,0,1,0,0,3,0,23,4,10,5,0,12,0,0,0,0,1,POINT (-79.539539 43.586922),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355
16 Muskoka Ave,long branch,43.59184,-79.532076,2449000,8 bds,5 ba,,0,0,1,0,3,2,3,1,0,5,0,0,0,0,0,0,0,3,0,10,4,6,3,0,11,0,0,0,0,1,0,0,10,0,30,4,12,7,0,23,0,0,0,0,1,POINT (-79.532076 43.59184),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355
40 Exmoor Dr,long branch,43.592477,-79.543761,1458000,3 bds,4 ba,,0,0,1,0,10,0,2,2,0,3,0,0,0,0,0,0,0,2,0,19,3,8,4,0,7,0,0,0,0,1,0,0,2,0,32,6,11,7,0,13,0,0,0,0,1,POINT (-79.543761 43.592477),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355
67 Lake Promenade,long branch,43.590523,-79.522767,9200000,5 bds,9 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,1,8,6,0,18,0,0,0,0,0,0,0,26,0,16,3,10,7,0,22,0,0,0,0,0,POINT (-79.522767 43.590523),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355
79 Elder Avenue,long branch,43.598997,-79.527244,1198500,3,2,,0,0,1,0,6,1,5,1,0,11,0,0,0,0,0,0,0,12,0,20,3,10,5,0,22,0,0,0,0,0,0,0,23,0,46,4,12,10,0,23,0,0,0,0,1,POINT (-79.527244 43.598997),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355
21 - 115 Long Branch Ave,long branch,43.591894,-79.532985,799000,2,3,,0,0,1,0,0,3,2,1,0,4,0,0,0,0,0,0,0,3,0,12,3,6,5,0,10,0,0,0,0,1,0,0,7,0,34,4,15,9,0,25,0,0,0,0,1,POINT (-79.532985 43.591894),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355
3 Dailing Gate,malvern east,43.791382,-79.22969,699000,4 bds,3 ba,,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,41,0,5,4,0,5,0,0,0,0,0,0,0,12,2,83,0,11,4,0,15,0,0,0,0,0,POINT (-79.22969 43.791382),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
11 Carisbrooke Sq,malvern east,43.81623,-79.214484,1325000,6 bds,5 ba,,0,0,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,6,2,35,0,0,0,0,0,0,0,0,0,0,0,0,16,2,86,0,0,0,0,0,0,0,0,0,0,POINT (-79.214484 43.81623),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
84 Chad Cres,malvern east,43.814889,-79.209796,1079000,4 bds,3 ba,,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,7,2,42,0,0,0,0,0,0,0,0,0,0,0,0,10,2,80,0,0,0,0,0,0,0,0,0,0,POINT (-79.209796 43.814889),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
200 Murison Blvd UNIT 67,malvern east,43.800088,-79.202935,499900,3bds,2ba,,0,0,1,1,19,0,0,0,0,1,0,0,0,0,0,0,0,3,1,33,0,0,0,0,1,0,0,0,0,0,0,0,7,1,53,0,0,0,0,3,0,0,0,0,0,POINT (-79.202935 43.800088),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
8 Rosebank Dr #7H,malvern east,43.791844,-79.237284,528000,2 bds,1 ba,,0,0,0,1,21,0,4,1,0,5,0,0,0,0,0,0,0,4,2,44,0,7,2,0,9,0,0,0,0,0,0,0,11,2,91,0,10,6,0,17,0,0,0,0,0,POINT (-79.237284 43.791844),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
102 Pennyhill Dr,malvern east,43.813775,-79.216708,749900,3 bds,3 ba,"1,280 sqft",0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,2,43,0,0,0,0,0,0,0,0,0,0,0,0,18,2,89,0,0,0,0,0,0,0,0,0,0,POINT (-79.216708 43.813775),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
28 Rosebank Dr #1009,malvern east,43.792518,-79.235348,799000,5 bds,3 ba,,0,0,0,0,20,0,3,1,0,4,0,0,0,0,0,0,0,5,2,47,0,7,1,0,8,0,0,0,0,0,0,0,11,2,90,0,10,5,0,17,0,0,0,0,0,POINT (-79.235348 43.792518),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
15 Sewells Rd #410,malvern east,43.806694,-79.217112,349000,2 bds,1 ba,,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,19,2,103,0,0,0,0,0,0,0,0,0,0,POINT (-79.217112 43.806694),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
113 Burrows Hall Blvd,malvern east,43.791652,-79.231091,650000,3 bds,2 ba,,0,0,2,1,14,0,1,0,0,1,0,0,0,0,0,0,0,8,1,44,0,7,4,0,9,0,0,0,0,0,0,0,10,2,85,0,11,5,0,16,0,0,0,0,0,POINT (-79.231091 43.791652),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
21 Tinbury Pl,malvern east,43.793992,-79.225331,899000,5 bds,3 ba,,0,0,2,0,8,0,1,0,0,1,0,0,0,0,0,0,0,6,1,32,0,2,1,0,2,0,0,0,0,0,0,0,11,1,88,0,5,4,0,5,0,0,0,0,0,POINT (-79.225331 43.793992),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
27 Burkwood Cres,malvern east,43.802005,-79.213927,799900,6 bds,3 ba,,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,61,0,0,0,0,0,0,0,0,0,0,0,0,12,0,103,0,0,0,0,1,0,0,0,0,0,POINT (-79.213927 43.802005),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
2 Dailing Gate #19,malvern east,43.791144,-79.229702,599000,4 bds,3 ba,,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,1,41,0,5,4,0,5,0,0,0,0,0,0,0,12,2,82,0,11,4,0,15,0,0,0,0,0,POINT (-79.229702 43.791144),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
8 Rosebank Dr #16H,malvern east,43.791844,-79.237284,539000,2 bds,1 ba,,0,0,0,1,21,0,4,1,0,5,0,0,0,0,0,0,0,4,2,44,0,7,2,0,9,0,0,0,0,0,0,0,11,2,91,0,10,6,0,17,0,0,0,0,0,POINT (-79.237284 43.791844),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
705 - 28 Rosebank Dr,malvern east,43.792518,-79.235348,759000,3,3,,0,0,0,0,20,0,3,1,0,4,0,0,0,0,0,0,0,5,2,47,0,7,1,0,8,0,0,0,0,0,0,0,11,2,90,0,10,5,0,17,0,0,0,0,0,POINT (-79.235348 43.792518),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85
15 Lenthall Ave,malvern west,43.797531,-79.238536,950000,4 bds,4 ba,,0,0,0,0,15,0,2,2,0,4,0,0,0,0,0,0,0,2,2,42,0,5,2,0,9,0,0,0,0,0,0,0,7,2,76,0,8,3,0,11,0,0,0,0,0,POINT (-79.238536 43.797531),890,178,423,85,313,63,154,31,3825,6455,2020,970,345,50,3950,7165,1720,730,80,40
66 Loradeen Cres,malvern west,43.81339,-79.232371,999950,7 bds,4 ba,,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,11,0,87,0,1,0,0,0,0,0,0,0,0,POINT (-79.232371 43.81339),890,178,423,85,313,63,154,31,3825,6455,2020,970,345,50,3950,7165,1720,730,80,40
231 Falstaff Ave,maple leaf,43.718179,-79.490279,1999999,5 bds,5 ba,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,19,0,2,2,1,1,0,0,0,0,0,1,0,13,2,53,0,5,5,2,8,0,0,0,0,1,POINT (-79.490279 43.718179),560,112,187,37,263,53,110,22,1635,3650,1195,850,515,155,1690,4130,1150,795,115,130
21 Treelawn Pkwy,maple leaf,43.711385,-79.470803,1398000,4,4,,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,2,1,37,0,2,2,1,6,0,0,0,0,1,0,0,7,1,76,0,8,4,1,8,0,0,0,0,1,POINT (-79.470803 43.711385),560,112,187,37,263,53,110,22,1635,3650,1195,850,515,155,1690,4130,1150,795,115,130
300 Mill Rd #A31,markland wood,43.638084,-79.583984,649000,2 bds,2 ba,,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,1,0,2,0,2,0,0,0,0,1,0,0,7,0,51,2,0,3,1,6,0,0,0,0,2,POINT (-79.583984 43.638084),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495
215 Mill Rd,markland wood,43.633835,-79.57625,1479000,4 bds,3 ba,,0,0,2,0,6,0,0,0,1,0,0,0,0,0,1,0,0,4,0,24,1,0,2,1,2,0,0,0,0,2,0,0,5,0,54,1,3,4,1,4,0,0,0,0,2,POINT (-79.57625 43.633835),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495
18 Burnt Log Cres,markland wood,43.633137,-79.58094,1999999,4 bds,3 ba,"3,180 sqft",0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,1,0,0,0,0,0,1,0,0,6,1,45,1,0,3,2,5,0,0,0,0,2,POINT (-79.58094 43.633137),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495
10 Avery Ave,markland wood,43.633967,-79.564557,3199000,5 bds,5 ba,,0,0,1,0,10,0,1,1,0,3,0,0,0,0,0,0,0,2,0,40,0,4,1,0,4,0,0,0,0,0,0,0,7,1,80,2,10,7,1,11,0,0,0,0,3,POINT (-79.564557 43.633967),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495
120 Neilson Dr,markland wood,43.63417,-79.567166,1848000,4,5,,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,3,0,31,0,4,1,0,4,0,0,0,0,0,0,0,6,1,76,2,8,8,1,11,0,0,0,0,3,POINT (-79.567166 43.63417),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495
23 Radwell Cres,milliken,43.81922,-79.289585,899000,5 bds,4 ba,,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,0,13,0,0,0,0,0,0,0,0,0,1,19,0,61,0,25,0,0,0,0,0,0,0,0,POINT (-79.289585 43.81922),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110
4 Flatwoods Dr,milliken,43.826499,-79.285113,899000,5 bds,3 ba,,0,0,2,0,14,0,1,0,0,0,0,0,0,0,0,0,0,12,1,24,0,3,0,0,0,0,0,0,0,0,0,0,18,1,70,0,4,0,0,0,0,0,0,0,0,POINT (-79.285113 43.826499),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110
121 Valley Stream Dr,milliken,43.821396,-79.262866,799800,5 bds,2 ba,,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,2,72,0,5,0,0,0,0,0,0,0,0,POINT (-79.262866 43.821396),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110
2639 Lake Shore Blvd W,mimico-queensway,43.603501,-79.492054,5600000,7 bds,4 ba,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,5,0,0,0,0,0,0,0,6,1,13,0,20,3,0,16,0,0,0,0,2,POINT (-79.492054 43.603501),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680
4 Allen Ave,mimico-queensway,43.612936,-79.49066,1198000,2 bds,2 ba,,0,0,1,0,3,0,11,1,0,7,0,0,0,0,1,0,1,4,0,13,0,14,1,0,11,0,0,0,0,1,0,1,9,1,34,2,21,4,0,15,0,0,0,0,1,POINT (-79.49066 43.612936),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680
152 Stanley Ave,mimico-queensway,43.614753,-79.496794,1898000,3 bds,3 ba,,0,1,3,0,10,2,2,0,0,2,0,0,0,0,0,0,1,6,0,26,2,16,2,0,9,0,0,0,0,1,0,1,11,0,56,3,33,2,0,22,0,0,0,0,2,POINT (-79.496794 43.614753),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680
408 - 155 Legion Rd N,mimico-queensway,43.623942,-79.488447,550000,1,1,,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,2,1,29,0,12,6,0,11,0,0,0,0,0,0,1,11,1,75,3,38,12,0,23,0,0,0,0,1,POINT (-79.488447 43.623942),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680
1806 - 15 Legion Rd,mimico-queensway,43.621512,-79.484037,799880,3,2,,0,0,1,1,7,0,2,3,0,2,0,0,0,0,0,0,0,2,1,19,0,19,9,0,15,0,0,0,0,1,0,0,2,1,43,0,25,11,0,19,0,0,0,0,1,POINT (-79.484037 43.621512),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680
602 - 155 Legion Rd N,mimico-queensway,43.623942,-79.488447,549900,2,1,,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,2,1,29,0,12,6,0,11,0,0,0,0,0,0,1,11,1,75,3,38,12,0,23,0,0,0,0,1,POINT (-79.488447 43.623942),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680
6 Creekwood Dr,morningside,43.785981,-79.215279,1375000,4 bds,5 ba,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,9,1,43,0,1,5,0,6,0,0,0,0,0,POINT (-79.215279 43.785981),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
341 Military Trl #20,morningside,43.786061,-79.212348,549900,3 bds,2 ba,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,0,1,3,0,3,0,0,0,0,0,1,0,5,1,39,0,1,3,0,3,0,0,0,0,0,POINT (-79.212348 43.786061),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
11 Livonia Pl #18,morningside,43.785465,-79.205888,649900,4 bds,4 ba,,0,0,0,1,8,0,1,1,0,3,0,0,0,0,0,1,0,1,1,11,0,1,3,0,3,0,0,0,0,0,1,0,5,1,23,0,1,6,0,9,0,0,0,0,0,POINT (-79.205888 43.785465),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
100 Mornelle Ct #1039,morningside,43.78722,-79.194677,489900,3 bds,2 ba,,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,1,0,0,1,9,0,1,10,0,16,0,0,0,0,1,POINT (-79.194677 43.78722),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
10 Livonia Pl #149,morningside,43.785922,-79.206031,599000,4 bds,4 ba,,0,0,0,1,8,0,1,1,0,3,0,0,0,0,0,1,0,1,1,12,0,1,3,0,3,0,0,0,0,0,1,0,5,1,24,0,1,6,0,9,0,0,0,0,0,POINT (-79.206031 43.785922),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
44 Ladysbridge Drive,morningside,43.767444,-79.205814,795900,3,2,,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,1,0,0,3,0,0,0,0,2,1,0,7,0,29,0,1,2,0,9,0,0,0,0,2,POINT (-79.205814 43.767444),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
114 - 371 Orton Park Rd,morningside,43.779744,-79.215376,699000,3,2,,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,11,1,35,0,2,5,0,6,0,0,0,0,1,POINT (-79.215376 43.779744),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
6 Neelands Cres,morningside,43.792673,-79.205176,990000,4,3,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,28,0,1,0,0,3,0,0,0,0,0,1,0,5,2,54,0,1,5,0,8,0,0,0,0,0,POINT (-79.205176 43.792673),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
1102 - 100 Mornelle Crt,morningside,43.78722,-79.194677,649000,5,3,,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,1,0,0,1,9,0,1,10,0,16,0,0,0,0,1,POINT (-79.194677 43.78722),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80
111 Knowles Dr,morningside heights,43.825488,-79.213639,1179000,4 bds,3 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,4,2,41,0,0,0,0,0,0,0,0,0,0,POINT (-79.213639 43.825488),1592,318,539,108,717,143,336,67,4930,8830,2945,2000,850,180,5060,9930,2945,1435,290,100
130 Morningview Trl,morningside heights,43.815394,-79.199609,1349000,6 bds,4 ba,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,2,38,0,0,0,0,0,0,0,0,0,0,POINT (-79.199609 43.815394),1592,318,539,108,717,143,336,67,4930,8830,2945,2000,850,180,5060,9930,2945,1435,290,100
4 Muskox Drive,morningside heights,43.81036,-79.18447,1410000,4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-79.18447 43.81036),1592,318,539,108,717,143,336,67,4930,8830,2945,2000,850,180,5060,9930,2945,1435,290,100
8 Grackle Tr,morningside heights,43.828934,-79.23303,1099900,3,3,,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,POINT (-79.23303 43.828934),1592,318,539,108,717,143,336,67,4930,8830,2945,2000,850,180,5060,9930,2945,1435,290,100
333 Adelaide St E #410,moss park,43.651843,-79.369052,599000,1 bd,1 ba,,0,0,4,4,21,4,22,14,0,22,0,0,0,0,0,0,0,6,10,68,16,96,49,0,58,0,0,0,0,5,0,5,39,21,129,30,189,119,0,170,0,0,0,0,9,POINT (-79.369052 43.651843),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
120 Parliament St PENTHOUSE 2404,moss park,43.653856,-79.363933,1069000,3 bds,2 ba,,0,0,1,3,18,1,8,7,0,7,0,0,0,0,0,0,0,9,7,57,5,43,30,0,31,0,0,0,0,0,0,0,11,13,98,16,123,62,0,57,0,0,0,0,3,POINT (-79.363933 43.653856),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
181 Dundas St E UNIT 3811,moss park,43.656969,-79.374122,699000,2 bds,1 ba,,0,0,17,3,8,1,13,8,0,16,0,0,0,0,0,0,3,45,14,48,19,143,76,0,140,0,0,0,0,7,1,6,54,35,152,36,305,157,0,270,0,0,0,0,13,POINT (-79.374122 43.656969),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
130 Shuter St,moss park,43.655956,-79.371864,1199000,6 bds,4 ba,,0,0,3,0,11,1,12,9,0,10,0,0,0,0,0,0,1,37,16,61,17,129,62,0,99,0,0,0,0,5,0,5,53,33,149,34,265,144,0,241,0,0,0,0,13,POINT (-79.371864 43.655956),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
408 Ontario St,moss park,43.662083,-79.370042,2288800,5 bds,5 ba,,0,0,3,2,15,1,30,8,0,5,0,0,0,0,0,0,0,21,15,45,3,59,24,0,25,0,0,0,0,0,1,5,57,27,104,17,173,85,0,149,0,0,0,0,3,POINT (-79.370042 43.662083),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
460 Adelaide St E #820,moss park,43.652787,-79.3668,675000,1 bd,2 ba,,0,0,4,3,28,2,14,8,0,16,0,0,0,0,0,0,0,9,8,68,10,72,40,0,38,0,0,0,0,1,0,2,34,19,113,26,153,86,0,104,0,0,0,0,7,POINT (-79.3668 43.652787),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
818 - 323 Richmond St E,moss park,43.653384,-79.368447,899000,2,2,,0,0,4,3,13,3,14,12,0,16,0,0,0,0,0,0,0,7,8,64,13,89,41,0,51,0,0,0,0,3,0,3,46,21,131,27,184,110,0,164,0,0,0,0,8,POINT (-79.368447 43.653384),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
1220 - 460 Adelaide Street E,moss park,43.652787,-79.3668,499900,1,1,,0,0,4,3,28,2,14,8,0,16,0,0,0,0,0,0,0,9,8,68,10,72,40,0,38,0,0,0,0,1,0,2,34,19,113,26,153,86,0,104,0,0,0,0,7,POINT (-79.3668 43.652787),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
Ph120 - 460 Adelaide St E,moss park,43.652787,-79.3668,1038888,3,2,,0,0,4,3,28,2,14,8,0,16,0,0,0,0,0,0,0,9,8,68,10,72,40,0,38,0,0,0,0,1,0,2,34,19,113,26,153,86,0,104,0,0,0,0,7,POINT (-79.3668 43.652787),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
708 - 168 King St E,moss park,43.650812,-79.371199,695000,2,2,,0,0,4,4,24,9,47,20,0,19,0,0,0,0,1,0,2,7,11,81,21,103,61,0,92,0,0,0,0,7,0,5,44,24,132,32,218,146,0,249,0,0,0,0,12,POINT (-79.371199 43.650812),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
Th1 - 220 George St,moss park,43.655797,-79.373035,1500000,3,3,,0,0,1,1,10,1,16,9,0,15,0,0,0,0,0,0,3,41,16,61,22,139,78,0,134,0,0,0,0,6,1,6,52,33,154,34,289,157,0,262,0,0,0,0,13,POINT (-79.373035 43.655797),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060
